tx_id,member_id,ticker,tx_timestamp,side,quantity,price,fee
2610,844,BTC,1/20/2023 2:48,BUY,4.858778,9130.98,83.255101
2611,3118,ETH,9/16/2023 13:03,SELL,0.475484,22229.01,6.218167
2612,4313,ETH,7/5/2023 23:58,SELL,0.808586,20461.74,14.478399
2613,3314,ETH,8/1/2023 4:12,BUY,2.092842,15482.78,40.67183
2614,686,XRP,10/7/2023 5:11,SELL,2.501115,2666.78,12.618201
2615,3122,ADA,11/21/2023 5:49,SELL,2.846719,10766.19,32.860752
2616,4335,ADA,1/1/2023 1:02,BUY,1.36224,18033.28,33.394621
2617,32,XRP,12/6/2023 2:56,BUY,2.847828,4093.09,8.261234
2618,2882,ETH,11/13/2023 21:38,BUY,3.802716,17064.7,86.105621
2619,1649,LTC,4/17/2023 1:40,BUY,0.162223,17221.72,5.420576
2620,2190,ETH,10/19/2023 15:48,SELL,3.082266,18234.18,90.06601
2621,4559,ETH,6/23/2023 6:31,BUY,0.619262,21283.4,18.650892
2622,2742,BTC,3/11/2023 10:04,BUY,3.58892,9364.07,19.056585
2623,189,LTC,4/29/2023 17:28,SELL,0.745625,15430.01,16.654966
2624,131,BTC,3/16/2023 13:38,SELL,0.22915,8885.17,2.705134
2625,2148,LTC,3/16/2023 6:12,BUY,3.918047,17292.85,119.978971
2626,2159,BTC,5/2/2023 16:17,BUY,4.025172,8592.35,53.223397
2627,342,BTC,10/6/2023 11:38,SELL,0.126236,9588.8,2.186
2628,4788,LTC,6/1/2023 17:09,BUY,2.183901,17564.94,74.587557
2629,289,BTC,12/25/2023 6:58,BUY,1.950755,8577.95,24.104701
2630,1103,ADA,2/16/2023 14:43,BUY,2.798731,14404.23,52.257051
2631,3121,BTC,9/6/2023 15:06,BUY,3.489312,8648.17,56.338411
2632,1947,XRP,1/31/2023 21:16,BUY,1.952871,3683.6,13.944586
2633,1049,BTC,11/18/2023 22:05,SELL,0.69888,7364.29,7.140439
2634,801,ADA,1/23/2023 3:00,SELL,4.341999,16866.71,97.697189
2635,3949,LTC,7/30/2023 9:32,SELL,1.3927,17980.08,40.812951
2636,4731,ADA,8/16/2023 2:43,SELL,1.079452,8861.26,5.021924
2637,2101,XRP,9/29/2023 4:08,SELL,2.610066,2798.79,12.392674
2638,2015,XRP,6/3/2023 11:00,SELL,4.754185,5614.01,36.146503
2639,4827,ETH,4/14/2023 2:30,SELL,0.618956,22123.71,16.287201
2640,2963,LTC,5/2/2023 1:37,BUY,2.208094,14866.81,44.02771
2641,762,ADA,5/24/2023 12:14,SELL,2.050109,13991.56,23.595048
2642,2715,LTC,2/12/2023 19:15,SELL,0.639212,18628.25,18.99505
2643,4560,BTC,7/14/2023 0:16,BUY,2.557559,9375.77,30.587764
2644,4332,LTC,5/27/2023 21:23,SELL,2.075219,16336.79,57.617578
2645,1223,ADA,9/25/2023 23:30,SELL,0.842327,10929.53,15.295682
2646,1521,ETH,1/5/2023 18:15,SELL,0.802663,21026.96,31.381293
2647,14,BTC,8/14/2023 18:18,SELL,0.562807,8958.95,4.172391
2648,1718,XRP,9/21/2023 12:44,BUY,4.492406,3298.51,18.839308
2649,2442,ETH,8/5/2023 18:16,SELL,4.160698,14600.1,74.562676
2650,4057,XRP,8/23/2023 21:48,BUY,3.057951,3886.92,13.060771
2651,1793,BTC,7/1/2023 18:49,BUY,1.351316,10233.39,12.737328
2652,3891,ETH,11/25/2023 19:37,BUY,0.405954,15071.14,6.339187
2653,3913,XRP,10/16/2023 2:46,BUY,1.729618,2793.99,8.12319
2654,1300,ETH,1/13/2023 20:28,SELL,3.503101,22599.73,97.601063
2655,2265,XRP,4/7/2023 15:36,BUY,3.432298,5202.3,27.830674
2656,3161,BTC,2/24/2023 17:58,SELL,4.913973,9151.49,33.041181
2657,986,ETH,8/3/2023 11:01,SELL,3.263049,14512.92,79.789013
2658,3477,XRP,8/28/2023 16:49,BUY,1.127859,3974.6,6.364182
2659,590,BTC,4/7/2023 10:51,SELL,3.895462,9954.38,44.738682
2660,3304,ADA,6/28/2023 3:48,BUY,2.99827,10480.29,26.909625
2661,409,ETH,4/15/2023 0:16,SELL,1.040659,22062.66,36.841074
2662,500,ETH,12/27/2023 6:16,SELL,1.986053,15557.74,24.332779
2663,2682,XRP,3/11/2023 2:55,SELL,3.264516,3783.72,9.052182
2664,1035,LTC,6/2/2023 4:56,BUY,3.799029,16892.58,108.316555
2665,4917,XRP,2/7/2023 10:25,BUY,1.914036,3512.5,8.941294
2666,4260,ETH,5/20/2023 21:27,SELL,2.185111,23426.4,78.894807
2667,4147,LTC,12/4/2023 21:37,SELL,1.380226,11492.99,26.815492
2668,4535,ADA,6/4/2023 10:14,BUY,4.194142,14094.8,59.143131
2669,1983,XRP,9/6/2023 14:58,BUY,4.40691,3213.84,15.560972
2670,855,ADA,5/9/2023 16:35,SELL,1.638217,14463.29,21.534262
2671,2827,LTC,8/26/2023 0:32,BUY,0.779663,16340.88,13.879706
2672,3970,ETH,2/17/2023 14:55,SELL,4.657661,27760.91,224.601251
2673,1129,BTC,5/20/2023 21:36,BUY,0.249908,9685.61,2.418422
2674,2449,BTC,2/26/2023 13:29,SELL,0.324203,8895.03,4.034289
2675,2860,XRP,8/27/2023 18:06,BUY,3.69704,3880.97,27.092517
2676,2986,LTC,5/25/2023 17:06,SELL,0.861855,16126.16,8.731496
2677,2630,ADA,8/14/2023 12:11,SELL,4.25046,8704.93,54.519878
2678,4564,LTC,9/13/2023 7:25,BUY,0.107855,13079.62,1.757299
2679,4498,XRP,1/1/2023 10:55,BUY,4.571787,3519.17,17.366612
2680,1783,BTC,11/18/2023 8:52,SELL,1.860195,7364.29,16.665383
2681,2364,XRP,5/9/2023 9:06,SELL,0.022613,5246.39,0.159183
2682,3937,ETH,11/30/2023 0:45,SELL,0.420109,16710.82,11.737454
2683,4666,XRP,3/26/2023 23:47,SELL,3.039678,4857.68,8.815337
2684,3034,ETH,10/7/2023 12:47,BUY,2.867207,19368.17,85.075237
2685,2514,ETH,3/5/2023 3:16,SELL,0.834405,27491.84,18.558215
2686,2258,ETH,11/26/2023 14:39,SELL,0.897437,15623.45,22.980566
2687,4239,ETH,4/9/2023 8:20,SELL,1.688357,22626.76,51.784664
2688,3645,ETH,9/7/2023 15:01,BUY,1.902384,22262.79,41.457001
2689,154,LTC,1/24/2023 16:25,BUY,1.521932,19109.56,41.27336
2690,2507,ADA,7/19/2023 7:10,BUY,3.831517,9052.64,45.283978
2691,835,LTC,2/25/2023 16:48,BUY,2.058531,16561.57,45.872009
2692,4770,ETH,8/17/2023 0:05,BUY,3.066333,16854.69,95.425413
2693,1975,ETH,4/11/2023 13:49,BUY,0.571641,23770.64,11.084818
2694,3823,LTC,3/14/2023 15:49,BUY,0.264257,17437.95,2.634027
2695,2067,XRP,9/7/2023 11:22,BUY,4.295453,3266.84,23.150207
2696,1970,ETH,12/30/2023 8:58,SELL,4.09505,16097.9,98.150485
2697,3963,LTC,8/5/2023 18:18,BUY,1.768464,18539.05,34.356849
2698,3288,ADA,5/21/2023 11:29,BUY,1.124021,13688.62,13.932987
2699,3997,ADA,3/24/2023 21:38,BUY,1.973604,12905.83,25.297757
2700,3831,ADA,7/19/2023 12:46,BUY,3.329305,9052.64,21.925308
2701,4395,ETH,1/23/2023 4:56,BUY,1.870668,24360.55,60.564633
2702,4769,LTC,3/27/2023 23:00,SELL,4.18501,19063.07,98.046696
2703,3997,ADA,3/31/2023 10:17,BUY,2.51291,14282.43,53.133375
2704,1273,ETH,7/13/2023 1:30,SELL,4.550643,18867.89,142.539499
2705,964,ADA,7/13/2023 21:26,SELL,2.058618,8842.24,15.608973
2706,2474,ADA,9/24/2023 22:21,BUY,1.509909,10687.37,19.324344
2707,4858,LTC,12/27/2023 13:40,SELL,2.228496,10443.73,36.644054
2708,4833,XRP,6/23/2023 16:49,BUY,4.048694,5477.26,38.38118
2709,1020,XRP,9/21/2023 9:55,SELL,3.571086,3298.51,15.994572
2710,1776,LTC,9/29/2023 17:41,BUY,1.424172,13091.49,29.287337
2711,1005,ETH,7/13/2023 1:15,BUY,0.962908,18867.89,31.557316
2712,638,BTC,1/31/2023 0:39,BUY,3.082716,9344.84,15.753653
2713,860,ETH,2/6/2023 1:20,BUY,0.185977,24144.22,4.82626
2714,2210,ETH,10/15/2023 22:03,SELL,2.449517,17859.76,50.253704
2715,4334,XRP,6/4/2023 6:04,BUY,3.402721,5385.49,20.09926
2716,900,BTC,6/30/2023 5:19,SELL,1.832175,9743.02,30.625631
2717,4503,LTC,12/13/2023 22:41,SELL,4.617499,10837.89,56.866476
2718,2048,LTC,2/8/2023 23:06,BUY,0.99773,18943.46,21.596692
2719,2917,XRP,9/13/2023 12:33,SELL,2.975788,3361.09,5.683206
2720,1050,XRP,10/21/2023 15:30,BUY,2.696271,2891.61,7.05695
2721,1889,BTC,3/20/2023 7:17,SELL,4.103161,9231.56,61.739139
2722,610,XRP,7/9/2023 0:14,BUY,0.24517,4868.61,1.434923
2723,1352,ETH,7/19/2023 10:34,BUY,1.555682,16922.78,37.429118
2724,1844,XRP,11/19/2023 13:49,BUY,3.564215,3676.3,20.844055
2725,513,ADA,6/23/2023 15:04,SELL,1.34747,10991.59,28.805573
2726,91,XRP,4/19/2023 22:47,SELL,4.571723,5323.51,36.757502
2727,3580,ETH,8/15/2023 12:25,SELL,2.807992,16513.17,33.851646
2728,4208,XRP,11/18/2023 0:51,BUY,4.250506,3746.64,12.297567
2729,1944,XRP,10/1/2023 14:10,SELL,2.359669,2872.49,9.400896
2730,1160,ADA,11/5/2023 2:19,SELL,4.321277,11739.57,65.169446
2731,850,ETH,3/13/2023 19:54,BUY,0.640016,27978.81,12.402915
2732,619,XRP,4/19/2023 5:40,BUY,3.291797,5323.51,17.23314
2733,677,ETH,5/2/2023 12:53,SELL,2.932049,21746.79,107.41311
2734,1203,XRP,6/28/2023 19:22,SELL,4.05196,4954.45,36.089654
2735,3699,BTC,6/17/2023 10:52,SELL,3.149593,8847.79,25.338642
2736,1760,BTC,10/22/2023 23:53,BUY,3.43534,9387.88,31.461658
2737,897,LTC,11/21/2023 2:36,BUY,3.98849,11250.41,68.712668
2738,2807,ADA,4/18/2023 23:45,BUY,1.916412,15643.49,35.232303
2739,2770,ETH,3/23/2023 0:37,BUY,1.038327,26452.95,47.745401
2740,822,BTC,4/4/2023 18:25,SELL,1.089775,10039.21,19.21424
2741,4203,ETH,4/15/2023 14:38,BUY,0.507588,22062.66,18.678286
2742,658,BTC,10/15/2023 16:57,BUY,3.357096,9439.53,23.726454
2743,4279,XRP,7/22/2023 8:54,BUY,1.222241,4299.58,4.731946
2744,912,ETH,8/31/2023 3:19,BUY,0.85323,19013.36,13.149986
2745,1603,ADA,8/24/2023 0:23,BUY,2.4136,10489.69,42.19398
2746,3956,BTC,2/24/2023 15:59,BUY,2.86932,9151.49,52.177764
2747,3959,ADA,10/4/2023 22:41,BUY,4.856908,10603.92,44.078599
2748,1183,ADA,8/4/2023 12:52,SELL,1.872151,9443.83,21.654347
2749,539,LTC,2/16/2023 16:28,SELL,0.935853,19562.58,11.729994
2750,2310,XRP,3/25/2023 1:25,BUY,4.229322,4610.45,21.295485
2751,2456,ETH,6/12/2023 22:25,BUY,1.955756,21899.2,58.310395
2752,1326,BTC,3/12/2023 7:43,BUY,1.493891,9355,13.874165
2753,3518,XRP,6/6/2023 8:45,BUY,0.554849,5415.32,4.264584
2754,2646,ADA,5/25/2023 1:15,SELL,3.426585,13693.15,39.69666
2755,3170,XRP,8/30/2023 0:41,SELL,1.258361,4077.59,8.704393
2756,3986,LTC,12/8/2023 19:16,SELL,1.155046,12142.53,9.761983
2757,938,ADA,8/10/2023 22:35,SELL,2.984953,8968.53,40.798873
2758,567,XRP,9/7/2023 18:51,SELL,1.875081,3266.84,8.335716
2759,4464,ETH,8/7/2023 13:33,BUY,1.962387,15118.32,57.310466
2760,1435,ADA,12/4/2023 9:27,BUY,1.667248,12952.52,18.785638
2761,3261,XRP,5/1/2023 8:29,SELL,3.906985,4867.53,19.234016
2762,29,LTC,8/22/2023 13:42,BUY,0.574277,16389.24,12.772789
2763,4509,ADA,4/15/2023 0:51,SELL,2.282923,15178.36,58.525617
2764,1160,LTC,10/18/2023 0:21,SELL,4.641002,13214.51,51.997887
2765,4467,LTC,11/28/2023 12:33,BUY,2.522393,11241.19,26.853708
2766,678,ETH,10/16/2023 21:12,BUY,1.816818,18137.71,28.305556
2767,692,LTC,4/10/2023 11:08,BUY,1.696979,17613.61,26.320523
2768,2828,LTC,2/24/2023 7:25,BUY,4.381648,17925.3,125.793982
2769,725,ADA,6/8/2023 1:36,BUY,2.719968,14488.43,30.899766
2770,3012,ETH,4/21/2023 11:16,BUY,3.177582,19732.56,97.802345
2771,98,XRP,7/23/2023 19:44,SELL,1.700985,4509.89,12.562067
2772,819,XRP,11/9/2023 15:29,BUY,2.469792,3141.85,13.855209
2773,1575,XRP,7/17/2023 0:54,BUY,2.05992,4223.19,10.246644
2774,2486,ETH,2/19/2023 19:33,BUY,1.27571,28992.83,70.247941
2775,2704,ETH,7/26/2023 0:09,BUY,1.96688,14466.72,37.312296
2776,4549,LTC,7/21/2023 21:39,SELL,1.052081,19714.19,24.315147
2777,945,XRP,8/29/2023 8:50,SELL,2.273192,4103.2,16.314418
2778,3569,ADA,7/3/2023 15:51,SELL,0.056856,9931.2,0.51932
2779,4810,ADA,2/3/2023 11:04,SELL,2.280682,15595.6,51.664592
2780,656,ETH,4/1/2023 7:57,SELL,2.367371,26747.59,54.10828
2781,1451,XRP,6/20/2023 7:42,BUY,3.958313,5414.93,34.779331
2782,2731,ETH,4/15/2023 15:24,SELL,4.918328,22062.66,200.117315
2783,953,LTC,12/24/2023 11:36,SELL,1.517951,11114.86,15.545001
2784,4806,LTC,12/20/2023 1:28,BUY,4.367497,10669.46,53.97001
2785,960,ETH,6/9/2023 7:24,BUY,4.954228,22216.56,118.928968
2786,2372,XRP,6/17/2023 11:38,BUY,0.266807,5487.9,2.037488
2787,2949,LTC,11/15/2023 19:55,SELL,3.593414,13982.63,47.649896
2788,962,XRP,3/5/2023 14:06,BUY,0.265613,3858.52,1.978051
2789,3213,ADA,11/1/2023 16:08,BUY,2.253379,12046.24,25.377486
2790,3427,XRP,10/12/2023 11:59,BUY,0.757792,2441.32,2.493654
2791,1364,LTC,4/17/2023 5:10,BUY,2.88731,17221.72,46.943104
2792,203,LTC,4/26/2023 9:09,SELL,2.90405,16632.2,68.262596
2793,3115,ADA,1/8/2023 23:23,BUY,1.750885,16856,33.210695
2794,3105,XRP,3/27/2023 14:48,SELL,3.64728,4717.13,13.299133
2795,3341,LTC,6/22/2023 22:11,BUY,2.601821,21175.95,104.529954
2796,3903,LTC,2/11/2023 18:42,BUY,3.839973,18703.99,83.622512
2797,3597,ADA,10/8/2023 15:34,SELL,2.347253,10587.15,40.638463
2798,4629,ADA,10/18/2023 19:26,SELL,2.037277,12619,27.363319
2799,4828,LTC,8/6/2023 15:59,BUY,3.729692,17948.96,109.66774
2800,700,BTC,1/25/2023 2:22,BUY,2.194646,9034.95,17.003832
2801,1066,ETH,2/24/2023 4:12,SELL,2.10302,30193.59,49.601058
2802,3334,LTC,6/9/2023 1:06,BUY,4.506021,17564.04,148.349764
2803,1344,XRP,1/14/2023 6:53,BUY,3.42521,3268.87,18.63639
2804,1767,BTC,7/8/2023 4:53,SELL,4.646078,9196.87,37.531208
2805,3287,ETH,12/26/2023 0:46,SELL,4.449089,15716.86,122.494298
2806,2119,ADA,8/22/2023 19:19,SELL,3.403454,10584.94,18.137296
2807,1070,XRP,7/9/2023 11:44,BUY,2.193854,4868.61,19.43873
2808,4906,ETH,7/21/2023 4:47,BUY,0.691335,15930.99,11.183832
2809,271,ETH,6/8/2023 1:39,SELL,4.308815,22259.74,86.067778
2810,2756,LTC,8/19/2023 18:58,BUY,2.399594,15301.3,70.519329
2811,954,XRP,9/21/2023 3:38,SELL,3.162438,3298.51,17.180438
2812,2097,ETH,1/24/2023 0:20,BUY,1.756815,24388.07,41.411179
2813,53,ETH,1/18/2023 18:04,BUY,4.872388,24075.82,130.83169
2814,2992,LTC,8/30/2023 4:30,BUY,0.159019,16147.37,3.429719
2815,4343,ETH,3/22/2023 18:47,SELL,2.238684,27500.05,67.43288
2816,345,ETH,12/28/2023 6:09,BUY,2.954558,16448.33,33.779768
2817,616,LTC,2/7/2023 8:30,SELL,0.180571,19155.59,6.395589
2818,4590,ADA,10/19/2023 11:07,BUY,2.079381,12516.89,21.167323
2819,1080,BTC,4/19/2023 19:41,BUY,2.365157,8736.83,26.588857
2820,4255,LTC,10/11/2023 5:26,BUY,4.133568,13123.89,84.058132
2821,2538,LTC,12/27/2023 5:22,SELL,3.988046,10443.73,31.675787
2822,3883,ADA,4/21/2023 3:51,SELL,2.891413,15416.67,42.996378
2823,69,LTC,3/25/2023 14:34,BUY,3.803606,18931.35,94.535124
2824,3859,XRP,3/8/2023 0:13,BUY,1.627665,4209.89,10.63733
2825,3995,XRP,10/20/2023 17:59,BUY,3.427026,2700.25,6.709899
2826,1305,LTC,1/31/2023 5:01,SELL,3.283857,17647.16,29.290608
2827,2957,ADA,11/29/2023 16:41,BUY,4.736106,11897.32,33.821415
2828,4082,XRP,7/29/2023 18:05,SELL,3.296157,3824.7,19.468247
2829,3325,ADA,10/17/2023 9:11,BUY,4.373486,12078.82,51.733408
2830,801,BTC,6/1/2023 0:36,BUY,2.034711,9499.98,29.396994
2831,2260,XRP,8/9/2023 8:37,BUY,0.263496,4010.92,1.904022
2832,3943,BTC,9/16/2023 1:53,BUY,3.837341,9428.35,33.955893
2833,1653,ADA,1/7/2023 6:26,BUY,4.838301,16003.34,97.679202
2834,1949,BTC,7/14/2023 4:50,SELL,1.088675,9375.77,13.293437
2835,3492,XRP,12/7/2023 0:21,BUY,0.448743,3940.44,1.572719
2836,1258,BTC,5/25/2023 20:17,BUY,2.012666,9087.07,11.215252
2837,4355,ADA,9/24/2023 22:39,BUY,3.521437,10687.37,53.872147
2838,784,LTC,5/21/2023 0:14,BUY,3.614611,14023.32,68.340954
2839,3960,ETH,6/4/2023 20:47,SELL,0.148267,22687.35,2.333424
2840,1071,ADA,8/29/2023 19:30,BUY,4.243445,10340.59,32.124615
2841,1035,ETH,11/19/2023 12:02,BUY,3.52811,15842.27,109.232056
2842,2201,XRP,12/22/2023 0:07,SELL,4.256473,4162.05,28.892925
2843,4142,XRP,10/30/2023 11:37,BUY,4.548361,3019.69,13.947617
2844,2644,XRP,11/6/2023 12:41,SELL,0.395853,2996.3,2.09165
2845,3635,ETH,6/9/2023 20:37,BUY,3.011694,22216.56,131.168899
2846,2739,ADA,1/20/2023 15:55,SELL,2.302857,15345.18,54.561025
2847,1504,LTC,5/23/2023 10:34,BUY,4.055406,15487.42,109.291106
2848,1299,BTC,6/19/2023 14:03,BUY,1.735677,8971.5,9.648065
2849,575,XRP,6/2/2023 8:06,BUY,3.269145,5332.08,33.619909
2850,3683,LTC,11/10/2023 16:02,BUY,4.620781,13230.1,70.386845
2851,3933,XRP,8/31/2023 15:44,BUY,3.759966,3822.63,13.591077
2852,1619,LTC,9/4/2023 10:26,SELL,1.719613,17054.38,28.049775
2853,4059,BTC,8/4/2023 17:42,BUY,4.872686,9241.3,47.938331
2854,2766,ADA,4/10/2023 3:45,SELL,3.76589,14529.98,97.24069
2855,353,ADA,12/10/2023 17:41,SELL,3.070783,13154.54,54.816933
2856,2214,BTC,5/24/2023 7:43,SELL,3.239898,9369.39,44.351778
2857,3858,LTC,5/30/2023 10:00,SELL,2.099621,16843.46,20.364761
2858,4650,ETH,10/13/2023 1:42,BUY,3.011023,17075.55,58.017845
2859,1869,ADA,2/16/2023 16:29,BUY,0.64595,14404.23,16.919811
2860,1134,XRP,2/26/2023 13:02,BUY,1.315878,3676.81,3.535223
2861,3380,LTC,12/8/2023 7:32,SELL,1.162335,12142.53,19.662472
2862,481,XRP,8/21/2023 9:09,SELL,3.397062,3792.61,9.308016
2863,932,LTC,11/1/2023 3:42,SELL,0.92989,13745.37,9.885592
2864,2119,ETH,5/16/2023 2:14,BUY,4.332755,22485.92,110.252723
2865,95,ETH,12/11/2023 0:26,SELL,2.6133,17112.74,30.804108
2866,1782,ADA,4/29/2023 7:36,SELL,3.057989,15078.36,91.18508
2867,2509,ADA,11/24/2023 15:18,BUY,2.880291,10978.31,46.041588
2868,2647,LTC,3/27/2023 22:05,SELL,3.425116,19063.07,121.927962
2869,676,BTC,2/15/2023 16:16,SELL,1.25349,9516.91,16.613921
2870,1362,ETH,9/20/2023 5:45,BUY,4.564751,22003.74,161.975207
2871,3299,ADA,8/4/2023 8:03,BUY,0.223103,9443.83,1.694383
2872,131,BTC,3/3/2023 19:12,SELL,3.518823,9358.66,47.890009
2873,3714,XRP,11/19/2023 10:15,BUY,4.32468,3676.3,23.329641
2874,3700,LTC,6/4/2023 4:58,BUY,1.254604,17060.17,34.381252
2875,2129,ETH,9/14/2023 10:51,SELL,0.271962,22312.18,11.417765
2876,2037,ADA,11/4/2023 21:53,BUY,3.100024,12036.24,52.164423
2877,3547,ETH,11/19/2023 2:05,BUY,1.824787,15842.27,51.880279
2878,1610,ADA,12/25/2023 7:40,BUY,1.163676,13118.14,20.789045
2879,2271,BTC,8/23/2023 0:39,BUY,1.067938,9030.13,16.074074
2880,2841,ADA,2/1/2023 6:15,BUY,2.349361,16871.5,61.075833
2881,1624,ADA,12/18/2023 15:35,BUY,3.992736,13489.48,68.208859
2882,162,XRP,8/24/2023 8:24,SELL,1.169893,3891.81,4.601174
2883,1706,XRP,6/15/2023 23:11,BUY,4.928944,5588.83,31.256262
2884,1250,LTC,4/22/2023 6:06,BUY,2.383509,17262.39,36.217823
2885,4414,ADA,5/20/2023 19:27,BUY,3.575751,13047.36,55.422956
2886,1886,LTC,6/28/2023 8:15,BUY,1.627741,23057.35,22.854156
2887,2037,XRP,5/12/2023 4:17,SELL,1.640001,5254.68,14.893768
2888,2996,ADA,4/1/2023 3:03,SELL,1.628088,13727.94,39.980189
2889,2186,LTC,5/15/2023 20:03,SELL,3.494339,13520.57,42.996872
2890,2451,LTC,5/22/2023 22:06,SELL,1.972419,14519.31,17.377913
2891,1281,LTC,3/14/2023 21:11,BUY,1.867585,17437.95,20.562779
2892,4184,ADA,9/27/2023 7:56,SELL,0.187611,10223.46,2.358167
2893,4804,LTC,1/8/2023 2:34,BUY,1.254836,19437.52,47.949598
2894,175,ETH,4/12/2023 11:47,BUY,3.717183,23683.04,140.31233
2895,2081,ADA,2/3/2023 20:51,SELL,4.870791,15595.6,108.22478
2896,902,BTC,1/22/2023 16:03,BUY,2.49109,9363.73,38.130272
2897,994,XRP,7/26/2023 16:56,SELL,1.967736,4286.57,14.308124
2898,1077,LTC,3/16/2023 17:34,SELL,2.053802,17292.85,18.687648
2899,986,ETH,10/26/2023 14:41,SELL,0.679298,19013.28,22.965521
2900,4395,ADA,8/1/2023 22:51,SELL,4.459969,8684.52,60.972164
2901,1077,BTC,7/12/2023 10:47,BUY,3.897728,9550.7,44.198546
2902,341,ADA,2/27/2023 10:40,BUY,0.283127,13897.97,5.550832
2903,4104,XRP,12/18/2023 13:09,SELL,3.341547,3883.15,14.663097
2904,634,BTC,5/25/2023 15:43,BUY,3.432335,9087.07,48.004189
2905,4139,LTC,12/12/2023 0:49,BUY,3.829655,11117.1,23.710381
2906,2331,XRP,6/13/2023 2:41,SELL,2.093813,5821.23,7.850296
2907,4915,BTC,9/12/2023 7:23,BUY,4.156979,9491.83,50.768474
2908,4407,XRP,2/23/2023 3:21,SELL,0.200942,3800.34,1.297341
2909,939,XRP,10/31/2023 22:24,BUY,1.222934,2840.34,4.461787
2910,3876,ADA,9/7/2023 17:20,SELL,3.671957,10733.75,24.944741
2911,2894,XRP,8/19/2023 23:22,SELL,4.655509,3902.22,10.329997
2912,289,XRP,6/21/2023 21:25,SELL,1.915229,5309.66,20.235634
2913,4394,ADA,9/11/2023 19:00,SELL,1.907166,11251.92,16.398018
2914,3926,ADA,10/28/2023 0:24,SELL,3.575533,12786.42,33.597874
2915,4539,XRP,1/4/2023 21:47,BUY,3.347135,3655.13,21.987362
2916,1583,XRP,8/9/2023 5:16,BUY,1.765007,4010.92,6.541819
2917,1830,ETH,10/1/2023 17:36,SELL,3.562485,19207.79,37.167572
2918,408,LTC,12/20/2023 7:34,SELL,3.022266,10669.46,62.184694
2919,4785,ETH,1/24/2023 20:25,SELL,2.852768,24388.07,45.560928
2920,2327,ADA,5/31/2023 11:49,SELL,1.030054,14558.87,17.878373
2921,3175,ADA,9/20/2023 8:52,BUY,2.82585,11433.55,61.89624
2922,4220,ETH,12/26/2023 17:58,SELL,2.252707,15716.86,21.33418
2923,4026,ADA,4/25/2023 11:31,SELL,0.429165,16327.29,6.702173
2924,2877,LTC,1/16/2023 1:33,SELL,3.98007,19511.29,134.465006
2925,2040,LTC,8/8/2023 10:21,SELL,0.45613,16714.72,4.370292
2926,3596,LTC,4/7/2023 22:23,BUY,4.660668,17055.28,41.682938
2927,2864,XRP,6/1/2023 4:35,BUY,4.807011,5375.1,29.527425
2928,1968,ADA,9/11/2023 7:18,SELL,3.520494,11251.92,48.452457
2929,1639,LTC,11/1/2023 0:37,BUY,2.480694,13745.37,45.548671
2930,1318,XRP,3/20/2023 20:12,SELL,0.547579,4451.15,2.253962
2931,1260,XRP,10/28/2023 22:58,BUY,0.526447,2807.33,1.321151
2932,3072,LTC,3/26/2023 4:43,SELL,1.457461,19347.5,27.687129
2933,2803,XRP,3/2/2023 1:58,BUY,4.962836,3859.85,24.153958
2934,4617,XRP,11/27/2023 1:14,SELL,2.757302,3692.12,8.278319
2935,3289,ETH,2/6/2023 16:55,SELL,1.192139,24144.22,36.410914
2936,3093,BTC,3/9/2023 10:34,BUY,1.08063,8875.68,7.704682
2937,2038,ADA,2/6/2023 9:37,BUY,3.864511,14822.57,33.748166
2938,652,ADA,2/21/2023 19:48,BUY,1.571228,14069,31.448144
2939,146,ADA,10/7/2023 7:42,BUY,4.868555,11200.87,50.00423
2940,4640,LTC,6/24/2023 19:23,SELL,2.069755,21303.92,87.550829
2941,1251,LTC,12/22/2023 13:13,BUY,2.487688,10921.68,21.517807
2942,4962,LTC,10/8/2023 17:48,SELL,0.792244,12255.15,9.759902
2943,3312,ADA,9/5/2023 11:10,BUY,0.838009,10471.47,7.675809
2944,2351,LTC,6/17/2023 7:39,BUY,1.917386,20012.54,46.128487
2945,1512,ETH,5/24/2023 3:29,BUY,3.299883,25077.9,105.758597
2946,2150,LTC,12/17/2023 1:29,BUY,2.587748,10548.83,39.405617
2947,99,LTC,2/28/2023 17:18,BUY,2.069961,16684.28,39.61377
2948,941,LTC,5/29/2023 18:30,SELL,1.095374,16629.83,12.580519
2949,2408,ETH,12/18/2023 18:53,SELL,2.434712,16670.31,57.687569
2950,3127,XRP,7/2/2023 19:00,SELL,2.087258,4517.25,9.330396
2951,2646,BTC,12/16/2023 13:20,SELL,4.053465,9003.25,65.079069
2952,2482,XRP,5/18/2023 10:20,BUY,0.732291,5185.94,6.451647
2953,4550,BTC,12/25/2023 23:41,BUY,2.688089,8577.95,40.457809
2954,2002,XRP,2/20/2023 2:24,SELL,1.18118,3883.15,2.821802
2955,1855,XRP,9/22/2023 1:25,SELL,4.189615,3301.92,25.000829
2956,1250,LTC,3/17/2023 1:04,BUY,1.909436,17662.07,46.564915
2957,996,LTC,6/14/2023 8:59,SELL,1.250197,17809.96,30.295726
2958,699,ADA,7/21/2023 13:04,BUY,2.276458,8954.5,34.118978
2959,4652,LTC,4/12/2023 17:06,SELL,0.629461,16643.49,6.840097
2960,1026,LTC,4/4/2023 21:00,SELL,4.236525,19991.87,90.417075
